CPU (%),Memory (MB),Disk (MB/s),Network (Mbps),Files Created,Files Deleted,Files Renamed,is_ransomware
66.96,1201.83,2.37,3.01,68,88,43,0
84.34,13180.8,306.88,80.57,847,510,655,1
93.65,12729.83,85.83,50.39,271,407,646,1
83.7,7392.03,112.96,11.62,115,483,408,1
23.21,2889.96,11.57,2.23,36,58,68,0
39.05,1700.97,3.77,0.83,58,82,71,0
77.63,10435.64,296.4,71.98,971,259,612,1
16.99,2974.91,1.67,1.71,2,15,29,0
18.96,2562.37,3.75,3.09,43,2,20,0
77.06,14316.87,189.29,91.64,553,914,477,1
70.79,15678.49,341.59,10.62,751,381,142,1
82.99,6402.14,83.04,19.64,794,208,250,1
91.17,14736.2,364.21,84.61,763,417,800,1
98.79,8713.47,302.34,17.28,739,601,930,1
35.05,2493.73,4.48,2.3,34,99,5,0
71.14,13906.25,90.21,6.16,383,629,422,1
85.36,9259.21,126.63,64.65,311,292,965,1
80.56,7850.92,484.1,33.46,472,513,247,1
54.37,5682.87,6.66,3.41,80,2,34,0
16.17,1624.0,2.01,0.69,24,91,56,0
35.71,3415.4,4.67,1.51,94,77,83,0
63.9,981.7,2.65,0.03,57,23,16,0
43.86,3973.89,4.87,4.57,23,65,34,0
80.05,10413.68,48.61,14.15,199,815,909,1
2.71,2367.64,1.32,0.38,50,69,35,0
13.04,4814.78,10.94,2.08,6,39,58,0
99.96,13071.66,391.94,93.13,802,143,943,1
37.44,5674.44,10.49,0.51,20,40,22,0
72.33,8221.43,479.03,10.05,211,815,417,1
16.59,5662.63,0.11,1.91,0,44,99,0
94.06,11417.41,147.9,10.67,319,254,718,1
32.21,4990.49,0.98,2.76,57,38,15,0
39.68,1763.8,0.32,0.33,27,36,3,0
80.89,6064.22,127.87,93.42,209,640,196,1
77.42,10372.07,348.4,38.67,517,920,310,1
41.03,4421.89,5.65,0.96,9,78,84,0
99.72,9388.91,415.29,57.33,833,786,144,1
94.43,7376.3,47.4,25.9,782,719,685,1
21.56,4293.53,6.1,0.41,83,14,83,0
69.48,5563.33,2.79,4.92,70,92,54,0
92.68,13918.53,311.56,67.02,612,437,668,1
90.13,8799.19,82.28,33.46,449,314,469,1
5.86,239.02,11.77,2.41,95,94,45,0
49.55,1869.76,8.59,3.34,10,66,41,0
88.1,11668.68,204.92,71.78,861,358,469,1
82.95,10605.66,92.27,60.73,907,441,139,1
70.77,7101.02,27.78,25.47,157,426,334,1
73.26,15708.14,106.11,78.31,392,616,276,1
31.98,3203.84,3.94,4.37,56,5,2,0
84.12,11186.45,331.14,6.56,726,434,300,1
0.83,4197.61,4.27,0.73,23,16,58,0
71.05,6955.43,394.91,5.54,270,703,735,1
80.94,14880.15,356.11,67.75,914,531,776,1
49.78,4042.23,8.54,2.36,48,20,44,0
97.89,8413.66,465.39,97.56,108,946,340,1
64.6,2488.67,9.02,2.55,4,54,22,0
92.17,9947.84,306.14,80.54,606,800,180,1
95.63,13340.19,472.36,44.33,927,313,499,1
79.16,6060.85,159.73,14.92,409,446,221,1
69.21,183.45,5.9,2.56,97,35,20,0
23.21,700.43,10.36,1.94,69,94,27,0
77.17,11125.15,64.72,99.83,478,427,657,1
71.47,8622.74,462.56,56.67,644,818,149,1
45.24,717.05,9.1,3.74,60,92,8,0
98.16,10943.48,409.89,84.66,373,272,176,1
46.57,3485.61,8.75,0.64,44,46,69,0
33.87,4065.3,9.71,4.69,87,56,84,0
95.33,9999.86,493.87,47.22,611,112,285,1
4.19,4777.16,13.95,1.5,6,81,97,0
11.29,4341.84,10.85,4.29,89,67,29,0
72.07,10473.94,62.85,6.27,539,671,826,1
14.94,5446.72,6.22,2.12,88,7,74,0
23.53,3939.81,14.84,1.27,16,37,61,0
31.03,3670.17,1.04,2.99,56,100,0,0
80.08,14290.52,227.76,42.79,763,314,376,1
99.48,14046.73,332.78,72.39,468,763,935,1
78.15,10231.88,65.44,91.27,923,802,384,1
7.39,874.42,10.66,4.22,3,8,36,0
28.56,995.3,6.93,3.99,71,75,46,0
89.14,11234.16,111.27,51.92,959,843,135,1
81.56,8045.87,283.44,63.1,684,793,998,1
54.47,3347.92,4.97,0.83,67,48,27,0
81.36,6569.92,368.75,33.85,929,846,598,1
5.63,2892.86,12.07,2.16,14,78,35,0
85.99,10826.49,122.05,92.8,495,585,793,1
80.19,13067.98,306.63,75.63,822,267,885,1
48.82,1755.88,10.72,4.72,74,41,56,0
10.88,3799.43,12.49,0.17,74,97,62,0
0.17,402.65,12.69,4.74,18,50,3,0
1.57,4730.92,7.88,4.76,80,18,77,0
0.48,4087.61,0.33,0.35,83,82,87,0
39.44,4631.31,14.2,2.1,7,60,98,0
96.84,8823.37,366.91,7.66,593,255,144,1
62.96,2201.25,14.5,3.2,44,17,77,0
93.85,15989.54,72.01,76.44,390,429,743,1
79.99,9323.29,71.07,50.4,472,822,713,1
87.68,12461.49,248.9,69.7,253,106,839,1
69.13,4738.22,10.29,2.03,50,33,100,0
50.6,1535.25,4.93,3.69,45,63,61,0
32.22,2570.0,10.6,2.48,46,41,44,0
79.27,6631.43,478.2,84.78,402,163,707,1
43.09,1614.3,2.47,4.6,4,78,37,0
50.01,5015.6,9.46,4.79,96,18,65,0
19.05,95.35,2.83,4.45,94,82,40,0
72.65,12169.33,357.08,14.18,878,166,485,1
92.48,14182.46,80.49,79.18,179,573,909,1
0.82,4057.28,10.82,2.93,45,32,67,0
96.75,11138.51,177.32,25.07,502,548,889,1
96.18,12591.5,296.15,86.46,118,814,439,1
58.71,167.37,5.11,3.69,63,44,30,0
92.71,15376.13,309.66,94.74,382,755,134,1
78.69,9510.31,336.19,78.71,332,448,479,1
87.23,10479.79,64.28,17.06,450,811,234,1
14.37,5723.85,6.11,3.17,80,59,93,0
98.91,7973.23,408.79,35.7,543,841,655,1
5.3,3785.63,7.08,3.84,33,64,54,0
66.68,4221.93,8.29,3.87,83,86,49,0
0.33,1380.01,8.24,1.34,64,67,4,0
29.28,5597.6,13.71,0.56,7,68,40,0
33.96,3515.18,0.66,3.98,91,82,11,0
34.31,2631.94,1.43,4.13,84,7,57,0
85.34,6787.0,460.17,78.72,398,816,967,1
4.93,1931.84,5.53,4.69,24,29,18,0
6.63,5587.39,14.85,4.58,35,85,11,0
36.22,1092.64,14.62,4.3,70,53,67,0
86.0,12186.12,484.97,75.94,676,996,508,1
45.54,161.35,0.79,2.74,89,79,52,0
97.2,8346.56,92.01,65.13,843,538,798,1
71.14,14858.5,100.66,66.52,720,275,432,1
95.93,8937.72,94.48,57.3,307,789,171,1
93.94,13532.89,305.08,25.61,478,619,793,1
83.9,6678.49,310.96,20.39,800,378,287,1
78.23,10599.06,180.79,17.13,107,472,407,1
63.23,808.46,6.61,2.22,3,28,67,0
79.76,7822.72,407.43,32.71,265,757,138,1
20.65,3108.88,11.96,1.77,86,74,5,0
98.14,11891.71,127.26,27.18,795,685,519,1
80.12,12069.91,351.95,91.77,960,962,177,1
79.38,8794.2,409.4,82.65,499,519,750,1
81.29,6118.09,428.43,3.64,676,489,825,1
59.7,2261.38,13.65,1.56,76,53,25,0
55.21,1597.41,6.48,0.43,1,15,75,0
84.14,14939.91,130.13,14.32,337,543,505,1
19.64,4718.55,13.79,4.96,89,29,82,0
14.63,341.64,8.87,2.6,98,52,86,0
78.03,7052.92,358.98,68.07,569,642,572,1
50.88,3663.91,0.52,3.15,29,8,14,0
15.86,3330.19,4.19,0.9,64,14,11,0
76.86,9713.12,455.55,51.42,754,526,153,1
82.26,15803.53,211.34,32.42,104,878,855,1
62.23,2670.39,3.48,1.58,17,90,30,0
92.16,11003.46,278.22,45.3,989,922,167,1
57.41,388.4,9.53,3.67,49,87,17,0
31.09,3937.97,11.71,0.01,12,77,72,0
1.07,2806.77,10.25,1.36,41,87,29,0
26.49,1784.56,5.88,0.96,94,65,23,0
77.95,11099.7,168.89,53.68,578,324,784,1
58.15,145.2,10.85,3.59,99,83,51,0
83.92,10771.74,52.39,29.57,926,753,555,1
81.39,6106.85,192.6,64.15,812,334,367,1
15.33,2829.48,9.27,0.72,18,27,40,0
82.5,12572.16,167.66,17.39,570,390,720,1
4.62,4217.31,5.98,3.12,42,71,70,0
72.98,10049.57,85.83,78.54,828,263,315,1
97.85,14920.02,243.11,93.22,196,279,989,1
8.94,5310.74,0.49,3.5,70,56,26,0
83.95,7191.18,182.87,27.1,357,174,248,1
17.88,2622.75,13.84,2.68,78,56,2,0
92.71,14674.5,481.23,84.84,746,155,196,1
67.66,3779.37,14.74,4.97,50,59,89,0
19.36,3626.15,7.4,2.05,64,90,82,0
57.67,1853.96,11.56,4.12,69,0,71,0
15.44,1416.49,9.57,4.11,51,4,99,0
48.66,4968.23,2.59,1.47,55,1,60,0
54.0,3021.02,2.95,2.79,87,75,75,0
6.55,2464.93,3.17,3.64,54,38,61,0
68.42,60.31,12.38,4.12,7,94,85,0
10.52,4740.83,9.23,3.86,28,100,33,0
79.2,8984.59,78.98,85.18,799,698,204,1
21.94,3603.47,14.49,4.93,79,31,80,0
35.47,2446.71,11.81,3.15,58,41,90,0
94.9,12067.22,373.53,62.57,620,244,791,1
69.45,963.46,4.09,3.62,17,57,31,0
2.64,3340.9,8.82,0.78,68,68,15,0
87.85,14821.89,184.94,46.57,385,334,590,1
62.41,2887.57,1.1,1.13,59,82,73,0
76.24,7207.4,432.76,24.89,736,416,424,1
54.0,4179.2,0.87,0.01,57,17,36,0
2.49,2777.77,7.85,4.99,24,80,12,0
98.95,6673.33,424.3,12.07,874,298,169,1
59.66,4260.68,12.4,1.72,51,39,45,0
89.24,11198.05,426.42,78.01,234,307,921,1
50.66,2435.82,3.3,0.1,90,72,7,0
91.94,10779.69,62.97,42.99,350,496,329,1
79.03,9517.68,59.15,26.44,917,849,150,1
70.49,14612.38,491.6,46.25,630,112,944,1
85.7,11131.09,289.69,37.41,813,551,458,1
76.95,13375.28,71.82,84.52,578,360,630,1
18.15,4280.32,7.87,3.4,28,54,74,0
72.12,6594.42,456.1,17.62,632,454,837,1
56.34,2795.48,11.43,0.06,70,59,98,0
48.56,5894.53,4.4,2.54,47,7,66,0
76.07,12874.07,455.19,65.7,563,163,565,1
2.62,1662.75,5.28,3.15,78,10,11,0
89.06,11437.88,381.07,8.3,365,487,396,1
52.56,1812.67,5.87,1.21,67,75,18,0
25.36,2288.24,11.97,3.28,62,70,68,0
79.89,14763.65,132.84,95.26,368,287,884,1
45.98,558.68,5.93,1.01,31,25,100,0
94.79,9679.41,275.19,46.28,246,215,344,1
98.03,14743.44,359.54,65.14,621,753,277,1
43.61,1624.76,9.67,2.75,28,49,40,0
40.07,4099.18,13.24,4.57,26,88,37,0
73.38,10915.71,315.37,32.64,435,105,462,1
73.2,14106.36,43.91,77.29,735,159,442,1
23.12,217.65,6.09,1.54,4,78,48,0
89.18,8771.27,60.22,21.79,591,875,939,1
33.49,3163.77,3.11,2.36,60,65,99,0
80.09,12879.28,123.31,7.47,837,143,729,1
80.4,10109.01,215.43,63.93,172,680,238,1
90.89,12384.97,332.54,48.98,974,936,590,1
79.65,11471.41,31.28,59.63,427,159,962,1
100.0,13996.21,23.12,67.22,459,984,405,1
85.44,15308.78,353.14,30.07,886,646,567,1
89.36,13181.32,140.36,72.35,287,926,414,1
69.92,70.7,0.24,0.96,9,20,34,0
36.78,2604.04,8.77,3.98,47,16,41,0
75.51,8246.99,272.3,73.06,698,135,464,1
46.81,5197.94,11.73,0.29,66,63,53,0
82.76,12287.89,440.48,13.71,768,508,985,1
90.3,11927.89,455.04,19.77,496,462,675,1
38.27,2890.47,12.21,4.32,44,71,75,0
81.26,13839.87,192.95,17.43,871,899,788,1
41.04,3481.44,10.84,3.92,60,39,11,0
77.7,11023.05,26.52,39.06,560,989,730,1
72.63,15349.57,456.15,99.83,826,477,650,1
7.59,3205.75,8.14,0.61,84,55,17,0
78.86,6711.21,17.71,34.5,719,342,899,1
67.31,1019.71,11.18,1.58,70,100,31,0
44.36,5631.88,6.3,0.02,30,33,35,0
49.47,4727.26,6.94,2.94,22,60,100,0
1.76,1003.49,4.44,2.2,2,91,90,0
4.38,5805.68,3.83,2.32,19,82,94,0
91.2,14802.37,454.76,15.19,807,476,544,1
97.86,15552.15,171.62,34.07,457,311,230,1
47.33,581.83,14.37,3.23,18,55,64,0
97.14,9519.33,205.49,34.09,269,569,865,1
3.6,2318.03,8.44,0.7,55,63,8,0
22.72,1845.63,8.29,4.16,93,89,85,0
97.84,14869.0,495.51,42.81,703,498,886,1
61.61,3505.72,6.0,0.9,66,94,51,0
76.36,12508.37,367.61,21.47,994,521,572,1
73.78,15595.93,494.89,76.48,156,384,619,1
96.68,7701.75,366.72,5.84,535,714,930,1
3.48,4891.5,11.48,2.91,67,23,29,0
74.15,13282.57,92.74,49.96,422,736,609,1
70.51,9390.86,147.83,18.35,828,561,902,1
86.51,11298.38,422.56,16.91,474,557,809,1
0.19,661.73,5.74,2.76,24,97,56,0
58.52,3824.05,3.75,3.46,92,34,34,0
72.37,14889.52,46.14,13.65,767,713,290,1
10.61,1833.33,0.82,0.07,69,79,26,0
93.33,9831.23,389.18,59.73,796,462,481,1
6.99,2117.07,3.98,1.44,100,1,19,0
80.31,7685.97,141.93,70.87,144,263,726,1
41.37,2463.4,13.6,0.83,85,94,58,0
87.47,13676.65,486.61,12.79,970,806,457,1
99.08,15582.05,317.9,80.95,251,351,506,1
3.9,2465.37,4.0,3.78,4,61,38,0
33.68,4681.35,2.84,3.51,12,96,47,0
69.66,4456.75,7.06,3.85,94,75,18,0
79.05,13763.42,375.4,65.82,268,244,236,1
89.38,6525.37,471.91,96.52,614,424,824,1
36.76,5071.03,11.83,4.95,63,96,94,0
28.97,956.22,2.56,0.91,35,66,51,0
86.56,14301.34,469.33,47.84,136,545,256,1
84.61,9058.23,119.91,87.26,238,761,444,1
4.84,3319.94,5.29,2.01,17,66,26,0
75.02,8432.65,333.99,82.78,631,621,587,1
83.2,15353.0,415.91,44.35,894,388,953,1
27.77,2770.44,6.25,0.64,34,44,34,0
78.71,13672.59,139.61,39.27,538,246,783,1
9.41,103.19,1.88,1.11,83,86,13,0
10.32,5043.93,13.2,1.68,3,84,27,0
38.43,3333.16,13.86,3.25,69,48,4,0
18.31,1305.37,13.15,0.89,4,7,74,0
91.1,12233.81,412.34,5.59,442,265,594,1
49.29,5258.31,8.63,1.59,12,27,19,0
26.14,1024.93,6.48,3.19,37,82,82,0
42.67,4696.47,6.01,4.11,27,82,19,0
60.18,801.11,10.87,4.95,35,76,1,0
73.08,9802.29,267.58,39.14,159,165,947,1
71.62,13254.08,372.13,50.2,715,828,930,1
75.69,15529.3,452.68,18.39,724,367,602,1
91.67,11073.32,413.04,90.11,317,298,815,1
85.29,15614.11,443.68,88.14,261,866,826,1
50.77,3459.53,10.24,3.06,82,33,6,0
44.76,783.83,9.93,1.98,42,12,22,0
25.34,4828.07,15.0,3.53,92,24,96,0
82.29,11599.52,147.26,45.05,912,922,327,1
72.13,15115.41,375.68,41.26,367,823,951,1
35.96,3531.27,2.79,0.45,23,41,8,0
69.03,5005.5,10.19,3.16,15,65,96,0
26.55,1641.85,5.48,2.18,15,88,3,0
59.56,4294.56,5.43,0.49,23,26,52,0
68.15,1432.83,8.0,0.67,5,57,8,0
49.98,987.93,3.74,2.29,79,82,37,0
9.51,3423.7,7.94,4.73,75,32,27,0
66.86,1706.85,6.89,1.02,40,32,51,0
71.15,6475.79,285.99,75.7,521,139,704,1
39.13,4017.88,14.23,3.94,30,37,21,0
94.29,7989.62,18.71,17.3,343,194,112,1
61.16,2947.2,8.23,4.97,62,70,74,0
76.56,13951.23,473.89,33.48,749,540,369,1
91.05,11361.81,84.78,26.84,713,375,490,1
17.39,3733.98,10.41,0.67,60,91,8,0
81.53,7558.68,90.71,18.16,990,241,458,1
50.08,5003.06,1.05,3.36,59,16,15,0
40.5,1674.91,10.27,3.56,68,73,22,0
90.4,13634.56,221.81,18.37,796,170,574,1
65.76,5183.41,8.15,3.21,5,24,5,0
48.27,4555.82,3.79,3.65,45,31,66,0
41.14,976.75,13.45,1.77,94,33,45,0
66.56,4122.75,5.91,0.21,76,14,35,0
77.55,14929.56,467.99,26.52,180,439,308,1
25.39,3036.35,9.42,3.15,29,45,99,0
1.78,91.93,5.93,4.5,65,28,39,0
88.5,10017.15,478.34,89.66,700,708,394,1
19.84,5442.59,13.09,1.88,98,86,88,0
87.98,7936.1,66.02,89.9,572,942,505,1
23.0,3600.89,0.83,2.58,29,7,53,0
33.75,4413.98,2.95,2.81,97,93,88,0
19.96,3394.71,4.56,2.34,89,3,31,0
76.64,10464.26,159.72,28.86,241,343,576,1
95.46,9985.51,113.33,98.17,690,293,911,1
97.71,6512.96,217.79,18.09,588,877,436,1
32.76,1257.62,6.1,3.82,74,55,27,0
78.22,7953.6,149.26,31.29,990,400,748,1
76.07,10874.24,422.68,44.12,462,257,359,1
20.31,736.6,9.42,1.46,87,19,31,0
15.81,5253.69,2.86,1.68,7,88,7,0
87.83,7672.87,79.96,41.81,230,198,723,1
98.57,8540.5,201.59,64.32,875,477,346,1
36.52,1650.26,9.78,1.19,43,59,62,0
46.71,5796.31,8.75,3.66,52,35,51,0
87.41,14370.42,178.79,97.51,452,639,523,1
67.02,3112.02,11.68,3.48,25,66,67,0
83.84,15273.73,155.49,80.63,241,180,614,1
12.66,5667.52,4.42,2.59,14,57,36,0
95.82,7745.04,411.17,19.03,315,820,977,1
31.87,2813.24,8.88,2.77,67,5,35,0
11.13,5340.8,4.99,4.48,90,72,50,0
94.32,13021.22,364.34,14.55,627,419,924,1
50.25,3448.53,0.56,3.81,76,20,44,0
93.02,13619.29,48.38,73.94,297,359,294,1
36.63,2434.5,3.21,1.25,39,35,13,0
14.36,5319.43,4.77,3.03,68,51,46,0
64.39,4097.88,7.11,1.74,92,32,22,0
95.8,13187.02,81.22,21.01,677,977,124,1
85.1,6260.34,227.71,60.73,228,607,395,1
86.28,12695.33,361.49,5.54,972,364,981,1
80.53,14481.39,462.71,33.71,862,691,659,1
91.37,15771.42,168.98,29.81,192,580,753,1
6.54,2199.4,4.1,3.02,30,21,42,0
73.41,14193.71,32.21,83.17,473,872,595,1
47.03,1384.87,13.5,1.87,65,87,47,0
9.62,3483.2,0.28,0.9,94,43,76,0
83.23,11745.66,478.67,22.26,171,543,143,1
92.62,8451.51,271.57,40.92,711,195,969,1
59.72,3195.65,7.36,3.57,75,15,67,0
75.82,10848.6,381.52,62.6,373,152,715,1
79.09,8649.17,272.74,87.54,123,691,447,1
70.83,8879.9,120.19,9.08,710,407,788,1
37.01,5374.33,4.43,3.95,18,36,22,0
24.92,1689.13,0.43,2.19,31,90,78,0
99.76,15452.41,256.46,18.14,820,287,957,1
99.52,7506.28,321.43,32.56,325,909,381,1
84.56,13402.41,272.68,41.81,457,395,907,1
89.38,7574.27,160.76,44.47,357,324,765,1
75.12,11841.27,222.48,50.17,459,159,759,1
61.39,3000.08,14.39,1.24,44,52,11,0
60.16,5270.7,9.39,3.68,45,55,89,0
3.78,2553.0,6.72,3.27,84,82,50,0
30.19,2532.04,3.55,4.87,84,89,13,0
70.75,8179.86,136.86,94.51,113,439,762,1
74.78,13906.34,269.47,49.24,194,461,951,1
31.69,52.74,8.19,0.99,94,73,55,0
93.57,13880.22,276.08,35.5,717,486,876,1
19.88,5668.81,2.77,2.46,57,64,93,0
74.25,7854.85,63.04,9.47,106,761,245,1
94.04,8931.88,152.89,83.07,280,129,212,1
1.47,3278.32,10.13,2.11,52,69,2,0
93.57,15747.0,365.91,80.97,617,462,113,1
9.73,1266.72,5.23,1.53,7,7,92,0
42.37,776.87,5.98,0.9,31,77,89,0
88.9,10882.91,319.21,4.88,834,388,993,1
2.24,3347.85,13.52,3.85,87,91,61,0
40.62,1035.69,6.41,2.34,28,73,76,0
24.33,1590.37,8.4,4.82,93,63,34,0
12.91,1798.99,13.03,2.5,12,38,98,0
99.6,14635.86,128.5,36.84,118,553,192,1
75.59,6481.4,314.85,16.66,391,865,122,1
91.78,11484.41,158.57,94.94,605,981,855,1
22.64,4876.98,12.71,3.34,31,28,12,0
59.71,5239.85,0.35,0.56,51,25,7,0
5.39,1757.88,10.48,2.14,94,23,85,0
70.77,9239.75,144.42,93.14,661,875,560,1
8.95,3690.9,7.34,0.52,85,8,96,0
90.76,7577.4,96.35,33.82,294,723,422,1
52.08,174.9,13.59,1.77,73,48,58,0
34.41,2314.48,11.9,1.64,30,95,9,0
72.89,10134.96,345.27,90.92,485,355,280,1
72.12,9415.49,189.89,75.26,313,183,905,1
85.93,8926.3,189.32,5.88,756,418,572,1
72.49,14216.04,253.06,58.76,238,980,857,1
49.68,1667.5,2.1,0.56,58,37,11,0
94.49,15415.25,227.86,67.44,877,744,407,1
83.89,13896.8,448.09,95.29,423,475,873,1
8.52,4609.39,12.68,1.28,64,14,98,0
12.83,3354.95,7.14,3.97,54,99,72,0
22.09,3256.47,1.25,1.17,25,3,100,0
80.9,12086.58,411.21,52.14,101,983,859,1
71.02,10553.51,310.47,36.94,579,597,378,1
99.56,10151.98,159.78,81.21,362,279,947,1
71.46,6492.45,493.77,3.1,140,674,811,1
73.47,13987.02,326.8,93.1,303,145,807,1
94.33,14785.29,430.19,82.92,401,169,797,1
94.28,15602.53,221.96,19.22,629,449,113,1
61.99,3101.37,9.8,3.76,30,4,6,0
71.66,10806.31,472.38,72.18,488,485,723,1
23.4,4362.18,5.37,2.8,43,58,22,0
94.31,12377.0,58.18,6.72,883,357,908,1
61.37,1233.97,5.75,1.3,21,62,52,0
68.84,5169.87,10.88,4.73,75,43,32,0
25.06,4844.12,8.74,0.66,10,90,61,0
27.68,5648.99,6.85,4.15,11,39,17,0
89.13,13691.72,144.88,73.73,648,220,542,1
45.82,2435.65,10.42,4.06,98,20,63,0
8.65,4084.34,0.76,2.23,55,27,66,0
77.08,13744.91,482.82,97.16,387,983,790,1
95.84,12924.51,16.95,11.66,735,287,223,1
99.01,9114.0,438.7,22.97,268,876,216,1
77.73,9967.49,93.93,57.17,669,916,887,1
70.83,9278.44,465.87,41.13,335,463,739,1
60.03,3303.04,13.76,3.73,37,39,43,0
92.18,6635.42,335.86,38.37,476,847,534,1
8.58,3770.52,14.03,2.08,53,95,56,0
82.53,12721.17,485.06,79.32,820,521,558,1
81.79,6546.45,304.38,16.82,726,645,279,1
87.13,9056.71,462.62,51.86,210,580,354,1
20.01,5060.09,6.96,4.0,69,85,20,0
21.23,4982.64,0.64,1.42,57,27,74,0
77.74,12777.37,163.57,28.71,271,735,460,1
88.49,13831.01,183.09,24.39,631,380,490,1
33.59,754.71,13.7,2.2,83,20,31,0
99.66,6326.56,396.55,94.12,526,712,521,1
96.94,12629.12,359.71,45.71,658,489,527,1
59.41,897.11,13.45,4.92,79,8,34,0
94.95,11962.13,372.48,84.82,776,161,615,1
11.58,1686.79,6.08,1.32,44,51,61,0
41.2,3055.45,5.14,4.49,83,83,76,0
73.16,10219.53,86.6,18.77,313,399,700,1
99.75,10989.31,258.92,93.16,499,292,952,1
32.98,2815.53,1.91,1.04,89,34,9,0
83.39,9501.88,204.99,91.8,402,643,483,1
71.56,14558.92,461.67,40.93,458,672,615,1
57.87,5215.7,0.78,2.12,3,24,47,0
91.55,15560.75,37.69,91.47,516,994,776,1
74.23,15949.49,243.32,32.56,436,290,452,1
78.2,7606.11,166.35,92.9,579,474,816,1
33.66,3327.69,14.13,0.43,46,75,93,0
3.21,5671.7,14.77,4.12,66,52,36,0
45.97,3559.18,14.34,0.49,19,70,39,0
49.07,3810.47,10.06,4.59,49,25,36,0
98.16,14911.04,404.83,56.64,733,639,672,1
78.14,10708.17,271.97,4.62,925,218,710,1
79.92,11179.96,243.87,12.96,609,551,530,1
71.85,11095.24,56.21,86.61,114,583,791,1
99.59,14586.91,268.1,34.16,475,765,710,1
95.68,10986.26,321.45,83.91,291,673,520,1
86.1,7105.99,245.04,19.4,408,671,808,1
98.73,9123.97,134.86,11.83,241,904,411,1
60.67,5768.15,2.59,1.41,21,54,64,0
21.47,4140.0,14.23,1.02,2,7,80,0
47.1,5647.17,13.91,4.54,20,42,32,0
45.62,2081.47,8.43,2.62,91,14,24,0
49.05,1937.33,1.64,2.5,49,49,77,0
58.77,3637.29,10.5,1.79,47,48,71,0
70.31,8952.55,493.98,57.94,301,608,243,1
97.24,12860.0,52.97,26.4,460,775,442,1
85.27,7075.02,497.36,7.94,771,285,983,1
98.13,15192.35,132.86,6.67,962,246,917,1
84.31,12558.77,458.07,51.87,205,846,403,1
40.44,1945.81,10.71,1.28,56,47,48,0
9.59,2173.47,8.09,4.68,94,75,23,0
85.4,14880.38,45.38,15.03,819,672,365,1
48.13,2106.61,9.96,0.15,3,81,100,0
91.49,15733.45,368.54,73.95,981,361,386,1
71.83,14813.73,373.87,90.79,478,155,325,1
85.06,8706.21,279.54,37.44,870,237,556,1
82.0,7519.54,329.65,22.47,590,414,356,1
64.28,4423.42,10.41,0.07,85,2,63,0
13.45,1293.87,0.77,4.25,6,31,92,0
70.97,6964.24,135.03,3.5,510,873,704,1
95.89,14816.79,236.42,90.06,659,900,683,1
90.43,13076.73,156.17,10.4,233,848,503,1
92.42,11708.45,454.04,96.45,220,753,808,1
98.29,13459.51,225.08,79.09,314,648,673,1
84.36,7673.51,361.0,16.77,454,737,569,1
59.75,834.19,10.33,3.59,13,39,84,0
2.69,1854.08,12.5,3.41,60,75,10,0
91.25,14976.84,32.96,61.87,467,553,773,1
69.69,4639.21,5.42,1.05,59,88,2,0
29.53,3767.42,1.32,2.24,11,85,52,0
7.99,3778.24,12.07,2.84,14,70,30,0
58.34,2548.49,12.8,1.76,93,81,59,0
37.56,3997.67,7.92,2.27,43,16,73,0
74.8,6455.14,261.1,88.14,666,670,379,1
18.42,3174.62,10.55,1.24,30,83,58,0
19.91,2878.18,12.53,4.02,38,2,78,0
5.44,29.59,13.66,2.64,87,55,83,0
28.74,1247.91,13.58,3.02,37,60,28,0
61.61,417.25,3.04,3.8,10,50,82,0
82.88,13275.54,316.06,78.6,264,829,839,1
84.89,10642.58,274.17,25.72,105,775,370,1
52.55,3746.87,6.51,2.02,1,83,30,0
98.32,11554.61,264.05,25.01,716,892,365,1
24.7,5330.82,13.13,0.65,29,47,29,0
37.54,691.64,7.44,2.26,0,47,8,0
33.86,2579.96,13.5,3.51,37,80,28,0
89.86,10422.6,65.84,47.93,602,992,810,1
98.87,7083.24,73.77,67.77,778,653,587,1
63.29,948.09,9.75,0.33,73,87,98,0
33.62,3846.75,4.54,4.62,52,4,27,0
61.95,896.14,6.85,2.64,88,54,35,0
84.56,6501.43,307.26,52.64,563,438,641,1
32.4,1295.73,3.61,1.92,38,84,32,0
1.07,5987.48,1.57,1.66,14,59,36,0
5.74,5495.04,4.57,1.21,8,44,98,0
79.06,9459.07,416.59,75.45,409,167,589,1
65.81,969.61,5.67,2.07,2,94,49,0
86.72,8647.94,364.62,65.25,513,936,284,1
61.64,2593.47,14.54,3.37,17,52,37,0
73.25,6073.8,459.79,18.53,770,302,966,1
98.7,15198.97,412.82,52.51,511,295,422,1
99.54,15972.37,350.86,38.27,915,585,923,1
94.69,8906.66,399.35,37.99,631,653,387,1
34.46,1622.67,9.08,1.63,27,8,7,0
68.44,189.01,4.49,3.02,9,99,78,0
82.2,6187.09,164.17,95.45,148,289,791,1
69.41,3120.27,6.38,1.63,1,82,95,0
33.16,5025.7,4.02,4.0,33,48,66,0
27.15,1220.34,9.41,0.35,71,66,15,0
64.28,4307.81,1.98,3.77,6,45,30,0
74.35,15153.54,232.86,29.01,585,271,997,1
43.22,4368.06,4.8,2.02,90,66,14,0
3.03,1724.89,7.14,2.83,99,27,12,0
12.72,2598.49,7.34,0.18,80,15,14,0
50.63,1898.54,6.36,2.99,28,96,23,0
